"Name","Account #.","Our Code","Sub","Cust/Vend" as text,"Cust/Vend","Type","Region","Rating","Priority","Approved" as text,"Approved","Hold" as text,"Hold","Alt 1","Alt 2","Alt 3","Alt 4","Address1","Address2","Address3","City","State","Zip","Country","County","Phone1" as text,"Phone1","Fax1" as text,"Fax1","Phone2" as text,"Phone2","Fax2" as text,"Fax2","E-Mail","Contact","S.Person-1","S.Person-1 Name","S.Person-2","S.Person-3","S.Person-4","S.Person-5","1099 Form" as text,"1099 Form","Customer Currency","Tax ID#","Resale Cert","GL Account"
"T&J Screw Machine Products llc. ",="165","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="27 Main St","*****   REAR  UNLOAD  ONLY   *******","","Oakville","CT",="06779","","","417-3801",="417-3801","417-3803",="417-3803",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"T&T Materials, Inc.",="331","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="224 West Main Street","","","Rochester","NY",="14614","","","328-9941",="328-9941","486-1186",="486-1186",,"",,"","","","RJE","Russell Earls","","","","","No","N","USD",="20-4124848","Y",="4000-00-00"
"T.R. Welding & Fabrication",="329","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","4 Commerce Ct. Ste #2","","","Wappingers Falls","NY",="12590","","","590-4437",="590-4437",,"",,"",,"","",="0001","","","","","","","No","N","USD","","",="4000-00-00"
"TAG Manufacturing LLC",="348","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","161 Woodford Ave, Ste 49","","","Plainville","CT",="06062","","","479-5120",="479-5120",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="46-4271920",="10207678-001",="4000-00-00"
"TAPS-Turbocam Automated Production Systems",="203","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="607 Calef Highway","******    TAIL  UNLOAD  ONLY   ********","","Barrington","NH",="03825-7237","","","905-0220",="905-0220","905-0221",="905-0221",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="04-3692727","",="4000-00-00"
"Target Custom Manufacturing, Inc.",="187","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","164 Old Boston Post Rd.","","","Old Saybrook","CT",="06475","","","388-5848",="388-5848","388-0744",="388-0744",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"TBW Precision Machined Components",="389","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","1198 Highland Ave. ","","","Waterbury","CT",="06708","","","753-4103",="753-4103","203-757-8658",="203-757-8658",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","",="0583401-000",="4000-00-00"
"Tech Ridge Inc.",="189","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="190 Hunt Road","","","Chelmsford","MA",="01824","","","256-5741",="256-5741","250-1386",="250-1386",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Technimetal Inc",="479","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="7 Melanie Lane","","","East Hanover","NJ",="07936","","","428-2881",="428-2881",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="222242304",="00644689004",="4000-00-00"
"Technimetals (TML Manufacturing Inc.)",="194","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","7 Perry Dr.","","","Foxborough","MA",="02035","","","698-2444",="698-2444",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Teltron Engineering",="157","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="131 Morse Street","","","Foxboro","MA",="02035","","","543-6600",="543-6600","543-3882",="543-3882",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"TEXTRON Systems Corp.",="311","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","1010 Gause Blvd.","","","Slidell","LA",="70458","","","661-2271",="661-2271",,"",,"",,"","",="0001","RJE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"TG Industries Inc","T00002","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="361 S Colony St","","","Meriden","CT",="06451","United States","","235-3239",="235-3239","634.8760","634.8760 ",,"",,"","www.tgimachine.com",="0001","JG","Jason Ganser","","","","","No","N","USD",="061177191",="4624888-000",="4000-00-00"
"Thermo Plastic Tech",="517","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="1119 Morris Ave","","","Union","NJ",="07083","","","687 4833",="687 4833",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Thomas Engineering",="701","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="9 Morin Avenue","SMALL TRUCK ONLY - DEAD END ROAD/ COSMETIC","RECEIVING HOURS:  6AM-3PM 3. FORKLIFT UNLOAD","Coventry","RI",="02816","","","822 - 1235",="822 - 1235",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="05-0383718",="050383718",="4000-00-00"
"Thomas Jude Mcauliffe",="713","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Thomaston Industries",="478","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="41 Electric Ave","","","Thomaston","CT",="06787","","","283-4358",="283-4358",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-1065531",="3337789-000",="4000-00-00"
"ThorLabs",="213","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="435 Route 206","","","Newton","NJ",="07860","","","300-3000",="300-3000","300-3600",="300-3600",,"",,"","",="0006","EP","Edward Pantalena","","","","","No","N","USD",="22-2873153","",="4000-00-00"
"Thuro Metal Products, Inc",="492","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","21 Grand Blvd. ","","","Brentwood","NY",="11717","","","435-0444",="435-0444",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Thyssenkrupp Materials NA. Inc dba Copper & Brass",="794","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","22355 W. Eleven Mile Road","","","Southfield","MI",="48033","","",,"",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD",="38-0445860","ME-0303145",="4000-00-00"
"Timna Manufacturing",="483","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","","","","","","","No","N","USD","","",="4000-00-00"
"TMF, Inc.",="266","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1266 Main Street South Unit 3","","","Southbury","CT",="06488","","","267-7364",="267-7364",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Todrin Industries, Inc.",="137","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","305 Kenneth Welch Drive.","","","Lakeville","MA",="02347","","","946-3600",="946-3600","946-8525",="946-8525",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Tool Logistics","T00001","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="46 Chestnut Street","","","South Norwalk","CT",="06854","United States","","855-9754",="855-9754","855-9438",="855-9438",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="90-0414932",="9345265-000",="4000-00-00"
"Top Flight Machine Tool LLC",="400","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="90 Robert ackson Way","","","Plainville","CT",="06062","","","747 4726",="747 4726","860 747 6726",="860 747 6726",,"",,"","Holly@topflightmachine.com","","EP","Edward Pantalena","","","","","No","N","USD",="06-1549574",="969117-000",="4000-00-00"
"Top Notch Mfg.",="286","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","130 Enterprise Dr.","","","Bristol","CT",="06010","","","583-2080",="583-2080",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"TP Engineering",="234","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="4 Finance Drive","","","Danbury","CT",="06810","","","744-4960",="744-4960","744-0161",="744-0161",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="06-1341231",="6979348-000",="4000-00-00"
"Trajan Scientific Americas Inc",="856","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="21 Berkshire Blvd","Ste 108","","Bethel","CT",="06801","","","837 - 7190",="837 - 7190",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="74-1886585",="08-028-1769",="4000-00-00"
"Trepanning Specialties",="307","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="16201 Illinois Ave","","","Paramount","CA",="90723","","","633-8110",="633-8110",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Tri Star Industries Inc",="209","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="101 Massirio Drive","","","Berlin","CT",="06037","","","828-7570",="828-7570","828-7475",="828-7475",,"",,"","",="0002","JG","Jason Ganser","","","","","No","N","USD",="06-1330445",="6745319-000",="4000-00-00"
"TRI-MAR MANUFACTURING CO.",="861","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="191 Captain Lewis Drive","","","Southington","CT",="06489","","",,"",,"","860-628-4791",="860-628-4791",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="061029018",="1471248",="4000-00-00"
"Tri-Mar Manufacturing Co. Inc. ",="860","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="191 Captain Lewis Drive","","","Southington","CT",="06489","","",,"",,"","860-628-4791",="860-628-4791",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"TriparMFG Co. Inc",="793","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2050 Arctic Ave","","","Bohemia","NY",="11716","","","563-0855",="563-0855",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="11-2469261",="11-2469261",="4000-00-00"
"Triton Alloys Corp. ",="524","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="36 Sawgrass Drive","","","Bellport","NY",="11713","","","924-1501",="924-1501",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="20-3211591","",="4000-00-00"
"Tru Precision Corp.",="324","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","1451 New Britain Ave. Suite 86","","","Farmington","CT",="06032","","","269-6230",="269-6230",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"True Velocity Ammunition LLC",="542","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1036 Nicholson Road","","","Garland ","TX",="75042","","","487-6500",="487-6500",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD",="81-1786422",="32058694012",="4000-00-00"
"Trust Automation, Inc. ",="538","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","125 Venture Drive, Suite 110","","","San Luis Obispo","CA",="93401","","","626-2556",="626-2556",,"",,"",,"","",="0001","RE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"Tube Bending Technology",="618","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="13356 Manhasset Rd","","","Apple Valley","CA",="92308","","","948 - 4220",="948 - 4220",,"",,"",,"","",="0003","RE","Russell Earls","","","","","No","N","USD",="84-4169211",="100-579690",="4000-00-00"
"Tucker Engineering Inc","T00008","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="4 Fifth St","Centennial Industrial Park ","","Peabody","MA",="01960","United States","","532-5900",="532-5900","531-5319",="531-5319",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="04-2736346","",="4000-00-00"
"Tunxis Ironworks LLC",="520","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","52 Park St.","","","Plainville","CT",="06062","","","716-9393",="716-9393",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="061636247",="1485853000",="4000-00-00"
"TURBOCAM International, Inc.",="513","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","607 Calef Hwy. Suite 200","","","Barrington","NH",="03825","","","905-0200",="905-0200","905-0201",="905-0201",,"",,"","",="0002","BT","Bob Thompson","","","","","No","N","USD",="02-0408840","",="4000-00-00"
"Two Square Science",="663","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="95 Robb Way","","","Fall River","MA",="02720","","","672 - 6191",="672 - 6191",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Tyger Tool, Inc.",="247","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","45 Sperry Ave.","","","Stratford","CT",="06615","","","375-4344",="375-4344",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="06-1307628",="6230601-000",="4000-00-00"
"Tylaska Marine & Aerospace",="178","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="800 Flanders Road","","","Mystic","CT",="06355","","","572-8440",="572-8440","572-0534",="572-0534",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="06-1444343",="8611790-000",="4000-00-00"
"Unified Sports Incorporated-Jaypro Sports LLC",="367","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="976 Hartford Turnpike","","","Waterford","CT",="06385","","","447-3001",="447-3001","444-1779",="444-1779",,"",,"","",="0004","BT","Bob Thompson","","","","","No","N","USD",="22-2759844",="4628228-000",="4000-00-00"
"United Concrete Products ",="604","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","173 Church St.","","","Yalesville","CT",="06492","","","269-3119",="269-3119","203 - 269 - 0230",="203 - 269 - 0230",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-0992327",="2577740-000",="4000-00-00"
"Urban MFG",="710","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1288 Hickory Street","","","Pewaukee","WI",="53072","","","691 - 2455",="691 - 2455",,"","","",,"","","","MB","Mike Butsch","","","","","No","N","USD","","",="4000-00-00"
"US ARMY",="826","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","","","","","","","","",,"",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"Vaccon Company, Inc",="571","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Valco Precision Machine, Inc. ",="577","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="800 West Chestnut Street","","","Brockton","MA",="02301","","","559 - 9009",="559 - 9009","508 - 559 - 6030",="508 - 559 - 6030",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Valle Precision Machine Co.",="211","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="58 Myrtle Ave","","","Passaic","NJ",="07055","","","773-3037",="773-3037","773-8120",="773-8120",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Valley Container Inc.",="473","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","850 Union Ave.","","","Bridgeport","CT",="06607","","","368-6546",="368-6546",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Vespoli USA Inc","V00001","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="385 Clinton Ave","","","New Haven","CT",="06513","","","773-0311",="773-0311","562-1891",="562-1891",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="06-1030273",="2891216-000",="4000-00-00"
"Ville Swiss Automatics Inc.",="291","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="205 Cherry Street","","","Waterbury","CT",="06702","","","756-2825",="756-2825",,"",,"",,"","nef@villeswiss.com",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-1148351",="4359642-000",="4000-00-00"
"Vin-Law Machine & Tool",="619","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Vinmar Precision Metals",="707","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="1465 S Strong Ave","","","Copiague","NY",="11726","","",,"",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Vision Engineering Inc.",="747","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="570 Danbury Rd","","","New Milford","CT",="06776","","","644 - 7264",="644 - 7264",,"","860 - 355 - 3776",="860 - 355 - 3776",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="06-1036553","",="4000-00-00"
"VMA (Vantage Mfg & Assembly)",="126","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="900 Dutchess Turnpike","","","Poughkeepsie","NY",="12603","","","486-5044",="486-5044",,"",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Volpe Tool & Die Inc",="581","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Waiteco Machine LLC",="555","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","18 Saratoga Blvd.","Delivery Hours: 7AM - 2:30PM","","Devens","MA",="01434","","","978-772-5535",="978-772-5535",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="85-2281213","",="4000-00-00"
"Walt's Home Improvement ",="607","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="429 Chestnut Tree Hill Rd","","","Oxford","CT",="06478","","","209 - 0988",="209 - 0988",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
